"REF_DATE","GEO","DGUID","Components","Unit of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-04","Canada","2016A000011124","Funds advanced for non-mortgage loans, personal loan plans, consumer credit, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667754","1.31.1","3104","","","","0"
"2019-05","Canada","2016A000011124","Funds advanced for non-mortgage loans, personal loan plans, consumer credit, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667754","1.31.1","3490","","","","0"
"2019-06","Canada","2016A000011124","Funds advanced for non-mortgage loans, personal loan plans, consumer credit, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667754","1.31.1","3134","","","","0"
"2019-07","Canada","2016A000011124","Funds advanced for non-mortgage loans, personal loan plans, consumer credit, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667754","1.31.1","3723","","","","0"
"2019-08","Canada","2016A000011124","Funds advanced for non-mortgage loans, personal loan plans, consumer credit, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667754","1.31.1","3577","","","","0"
"2019-09","Canada","2016A000011124","Funds advanced for non-mortgage loans, personal loan plans, consumer credit, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667754","1.31.1","3242","","","","0"
"2019-10","Canada","2016A000011124","Funds advanced for non-mortgage loans, personal loan plans, consumer credit, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667754","1.31.1","3219","","","","0"
"2019-11","Canada","2016A000011124","Funds advanced for non-mortgage loans, personal loan plans, consumer credit, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667754","1.31.1","2708","","","","0"
"2019-12","Canada","2016A000011124","Funds advanced for non-mortgage loans, personal loan plans, consumer credit, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667754","1.31.1","2444","","","","0"
"2020-01","Canada","2016A000011124","Funds advanced for non-mortgage loans, personal loan plans, consumer credit, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667754","1.31.1","2414","","","","0"
"2020-02","Canada","2016A000011124","Funds advanced for non-mortgage loans, personal loan plans, consumer credit, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667754","1.31.1","2447","","","","0"
"2020-03","Canada","2016A000011124","Funds advanced for non-mortgage loans, personal loan plans, consumer credit, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667754","1.31.1","2542","","","","0"
"2020-04","Canada","2016A000011124","Funds advanced for non-mortgage loans, personal loan plans, consumer credit, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667754","1.31.1","1017","","","","0"
"2020-05","Canada","2016A000011124","Funds advanced for non-mortgage loans, personal loan plans, consumer credit, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667754","1.31.1","2119","","","","0"
"2020-06","Canada","2016A000011124","Funds advanced for non-mortgage loans, personal loan plans, consumer credit, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667754","1.31.1","3624","","","","0"
"2020-07","Canada","2016A000011124","Funds advanced for non-mortgage loans, personal loan plans, consumer credit, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667754","1.31.1","4111","","","","0"
"2020-08","Canada","2016A000011124","Funds advanced for non-mortgage loans, personal loan plans, consumer credit, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667754","1.31.1","3544","","","","0"
"2013-01","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2013-02","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2013-03","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2013-04","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2013-05","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2013-06","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2013-07","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2013-08","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2013-09","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2013-10","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2013-11","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2013-12","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2014-01","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2014-02","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2014-03","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2014-04","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2014-05","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2014-06","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2014-07","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2014-08","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2014-09","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2014-10","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2014-11","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2014-12","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2015-01","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2015-02","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2015-03","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2015-04","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2015-05","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2015-06","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2015-07","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2015-08","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2015-09","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2015-10","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2015-11","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2015-12","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2016-01","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2016-02","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2016-03","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2016-04","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2016-05","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2016-06","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","","..","","","0"
"2016-07","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","72029","","","","0"
"2016-08","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","72483","","","","0"
"2016-09","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","76187","","","","0"
"2016-10","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","77062","","","","0"
"2016-11","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","77096","","","","0"
"2016-12","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","76899","","","","0"
"2017-01","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","76729","","","","0"
"2017-02","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","76637","","","","0"
"2017-03","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","76917","","","","0"
"2017-04","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","77458","","","","0"
"2017-05","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","78314","","","","0"
"2017-06","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","79140","","","","0"
"2017-07","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","79820","","","","0"
"2017-08","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","80440","","","","0"
"2017-09","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","81038","","","","0"
"2017-10","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","81563","","","","0"
"2017-11","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","81849","","","","0"
"2017-12","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","81732","","","","0"
"2018-01","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","81608","","","","0"
"2018-02","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","81517","","","","0"
"2018-03","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","81724","","","","0"
"2018-04","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","82186","","","","0"
"2018-05","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","82948","","","","0"
"2018-06","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","83751","","","","0"
"2018-07","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","84463","","","","0"
"2018-08","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","85132","","","","0"
"2018-09","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","85648","","","","0"
"2018-10","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","86155","","","","0"
"2018-11","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","86208","","","","0"
"2018-12","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","85996","","","","0"
"2019-01","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","85793","","","","0"
"2019-02","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","85748","","","","0"
"2019-03","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","85988","","","","0"
"2019-04","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","86613","","","","0"
"2019-05","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","87402","","","","0"
"2019-06","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","88089","","","","0"
"2019-07","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","89026","","","","0"
"2019-08","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","89903","","","","0"
"2019-09","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","90650","","","","0"
"2019-10","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","91227","","","","0"
"2019-11","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","91345","","","","0"
"2019-12","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","91372","","","","0"
"2020-01","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","91275","","","","0"
"2020-02","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","91412","","","","0"
"2020-03","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","91086","","","","0"
"2020-04","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","89987","","","","0"
"2020-05","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","89756","","","","0"
"2020-06","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","90750","","","","0"
"2020-07","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","91746","","","","0"
"2020-08","Canada","2016A000011124","Outstanding balances for non-mortgage loans, consumer credit, personal loan plans, Of which are auto loans","Dollars","Dollars","81","millions","6","v122667760","1.37.1","92783","","","","0"


