"REF_DATE","GEO","DGUID","Rates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-10-02","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.00","","","","2"
"2019-10-09","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.00","","","","2"
"2019-10-16","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.00","","","","2"
"2019-10-23","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.00","","","","2"
"2019-10-30","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.00","","","","2"
"2019-11-06","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.00","","","","2"
"2019-11-13","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.00","","","","2"
"2019-11-20","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.00","","","","2"
"2019-11-27","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.00","","","","2"
"2019-12-04","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.00","","","","2"
"2019-12-11","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.00","","","","2"
"2019-12-18","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.00","","","","2"
"2019-12-25","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.00","","","","2"
"2020-01-01","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.00","","","","2"
"2020-01-08","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.00","","","","2"
"2020-01-15","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.00","","","","2"
"2020-01-22","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.00","","","","2"
"2020-01-29","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.00","","","","2"
"2020-02-05","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.00","","","","2"
"2020-02-12","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.00","","","","2"
"2020-02-19","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.00","","","","2"
"2020-02-26","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","2.00","","","","2"
"2020-03-04","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","1.50","","","","2"
"2020-03-11","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","1.50","","","","2"
"2020-03-18","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","1.00","","","","2"
"2020-03-25","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","1.00","","","","2"
"2020-04-01","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","0.50","","","","2"
"2020-04-08","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","0.50","","","","2"
"2020-04-15","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","0.50","","","","2"
"2020-04-22","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","0.50","","","","2"
"2020-04-29","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","0.50","","","","2"
"2020-05-06","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","0.50","","","","2"
"2020-05-13","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","0.50","","","","2"
"2020-05-20","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","0.50","","","","2"
"2020-05-27","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","0.50","","","","2"
"2020-06-03","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","0.50","","","","2"
"2020-06-10","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","0.50","","","","2"
"2020-06-17","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","0.50","","","","2"
"2020-06-24","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","0.50","","","","2"
"2020-07-01","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","0.50","","","","2"
"2020-07-08","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","0.50","","","","2"
"2020-07-15","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","0.50","","","","2"
"2020-07-22","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","0.50","","","","2"
"2020-07-29","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","0.50","","","","2"
"2020-08-05","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","0.50","","","","2"
"2020-08-12","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","0.50","","","","2"
"2020-08-19","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","0.50","","","","2"
"2020-08-26","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","0.50","","","","2"
"2020-09-02","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","0.50","","","","2"
"2020-09-09","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","0.50","","","","2"
"2020-09-16","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","0.50","","","","2"
"2020-09-23","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","0.50","","","","2"
"2020-09-30","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","0.50","","","","2"
"2020-10-07","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","0.50","","","","2"
"2020-10-14","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","0.50","","","","2"
"2020-10-21","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","0.50","","","","2"
"2020-10-28","Canada","2016A000011124","Bank rate","Percent","239","units","0","v80691310","1.2","0.50","","","","2"
"2006-01-04","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.00","","","","2"
"2006-01-11","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.00","","","","2"
"2006-01-18","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.00","","","","2"
"2006-01-25","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.25","","","","2"
"2006-02-01","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.25","","","","2"
"2006-02-08","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.25","","","","2"
"2006-02-15","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.25","","","","2"
"2006-02-22","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.25","","","","2"
"2006-03-01","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.25","","","","2"
"2006-03-08","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.50","","","","2"
"2006-03-15","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.50","","","","2"
"2006-03-22","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.50","","","","2"
"2006-03-29","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.50","","","","2"
"2006-04-05","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.50","","","","2"
"2006-04-12","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.50","","","","2"
"2006-04-19","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.50","","","","2"
"2006-04-26","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.75","","","","2"
"2006-05-03","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.75","","","","2"
"2006-05-10","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.75","","","","2"
"2006-05-17","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.75","","","","2"
"2006-05-24","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.75","","","","2"
"2006-05-31","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2006-06-07","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2006-06-14","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2006-06-21","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2006-06-28","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2006-07-05","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2006-07-12","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2006-07-19","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2006-07-26","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2006-08-02","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2006-08-09","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2006-08-16","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2006-08-23","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2006-08-30","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2006-09-06","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2006-09-13","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2006-09-20","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2006-09-27","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2006-10-04","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2006-10-11","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2006-10-18","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2006-10-25","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2006-11-01","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2006-11-08","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2006-11-15","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2006-11-22","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2006-11-29","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2006-12-06","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2006-12-13","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2006-12-20","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2006-12-27","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2007-01-03","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2007-01-10","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2007-01-17","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2007-01-24","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2007-01-31","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2007-02-07","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2007-02-14","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2007-02-21","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2007-02-28","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2007-03-07","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2007-03-14","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2007-03-21","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2007-03-28","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2007-04-04","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2007-04-11","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2007-04-18","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2007-04-25","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2007-05-02","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2007-05-09","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2007-05-16","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2007-05-23","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2007-05-30","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2007-06-06","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2007-06-13","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2007-06-20","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2007-06-27","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2007-07-04","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2007-07-11","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.25","","","","2"
"2007-07-18","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.25","","","","2"
"2007-07-25","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.25","","","","2"
"2007-08-01","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.25","","","","2"
"2007-08-08","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.25","","","","2"
"2007-08-15","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.25","","","","2"
"2007-08-22","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.25","","","","2"
"2007-08-29","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.25","","","","2"
"2007-09-05","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.25","","","","2"
"2007-09-12","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.25","","","","2"
"2007-09-19","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.25","","","","2"
"2007-09-26","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.25","","","","2"
"2007-10-03","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.25","","","","2"
"2007-10-10","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.25","","","","2"
"2007-10-17","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.25","","","","2"
"2007-10-24","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.25","","","","2"
"2007-10-31","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.25","","","","2"
"2007-11-07","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.25","","","","2"
"2007-11-14","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.25","","","","2"
"2007-11-21","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.25","","","","2"
"2007-11-28","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.25","","","","2"
"2007-12-05","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2007-12-12","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2007-12-19","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2007-12-26","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2008-01-02","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2008-01-09","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2008-01-16","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","6.00","","","","2"
"2008-01-23","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.75","","","","2"
"2008-01-30","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.75","","","","2"
"2008-02-06","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.75","","","","2"
"2008-02-13","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.75","","","","2"
"2008-02-20","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.75","","","","2"
"2008-02-27","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.75","","","","2"
"2008-03-05","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.25","","","","2"
"2008-03-12","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.25","","","","2"
"2008-03-19","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.25","","","","2"
"2008-03-26","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.25","","","","2"
"2008-04-02","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.25","","","","2"
"2008-04-09","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.25","","","","2"
"2008-04-16","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","5.25","","","","2"
"2008-04-23","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","4.75","","","","2"
"2008-04-30","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","4.75","","","","2"
"2008-05-07","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","4.75","","","","2"
"2008-05-14","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","4.75","","","","2"
"2008-05-21","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","4.75","","","","2"
"2008-05-28","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","4.75","","","","2"
"2008-06-04","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","4.75","","","","2"
"2008-06-11","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","4.75","","","","2"
"2008-06-18","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","4.75","","","","2"
"2008-06-25","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","4.75","","","","2"
"2008-07-02","Canada","2016A000011124","Chartered bank administered interest rates - Prime rate","Percent","239","units","0","v80691311","1.4","4.75","","","","2"
